"Ratio,O/F","pc,Pa",Nozzleinl,Nozzleexi,"rho,kg/m^","Tc,K",M,gamma,k,"c*,m/s","Isopt,s","Isvac,s",Cfopt,Cfvac,c.factor,_1
1.2,2401325,0,1,0,1212.2865,19.4351,1.2556,1.1666,1123.9059,167.2423,188.9204,1.4593,1.6484,1,
1.2,2501325,0,1,0,1214.984,19.4589,1.256,1.1666,1124.4542,168.1981,189.668,1.4669,1.6541,1,
1.2,2601325,0,1,0,1217.5864,19.4818,1.2565,1.1666,1124.9799,169.1087,190.3819,1.4742,1.6596,1,
1.2,2701325,0,1,0,1220.1001,19.504,1.2569,1.1666,1125.4849,169.9778,191.0648,1.4811,1.6648,1,
1.2,2801325,0,1,0,1222.5315,19.5256,1.2572,1.1666,1125.9705,170.8088,191.7192,1.4877,1.6698,1,
1.2,2901325,0,1,0,1224.8858,19.5466,1.2576,1.1666,1126.4382,171.6047,192.3471,1.494,1.6746,1,
1.2,3001325,0,1,0,1227.168,19.5669,1.2579,1.1666,1126.8892,172.3681,192.9505,1.5,1.6791,1,
1.2,3101325,0,1,0,1229.3825,19.5868,1.2583,1.1666,1127.3246,173.1014,193.5311,1.5058,1.6835,1,
1.2,3201325,0,1,0,1231.5334,19.6061,1.2586,1.1666,1127.7454,173.8068,194.0905,1.5114,1.6878,1,
1.2,3301325,0,1,0,1233.6243,19.6249,1.2589,1.1666,1128.1525,174.4861,194.6301,1.5167,1.6919,1,
1.2,3401325,0,1,0,1235.6587,19.6432,1.2591,1.1666,1128.5468,175.1411,195.1511,1.5219,1.6958,1,
1.2,3501325,0,1,0,1237.6396,19.6612,1.2594,1.1666,1128.9289,175.7733,195.6547,1.5269,1.6996,1,
1.2,3601325,0,1,0,1239.5699,19.6787,1.2597,1.1666,1129.2997,176.3842,196.142,1.5317,1.7033,1,
1.2,3701325,0,1,0,1241.4521,19.6958,1.2599,1.1666,1129.6596,176.9750,196.6139,1.5363,1.7068,1,
1.2,3801325,0,1,0,1243.2887,19.7125,1.2601,1.1666,1130.0094,177.5470,197.0714,1.5408,1.7103,1,
1.2,3901325,0,1,0,1245.0819,19.7289,1.2604,1.1666,1130.3495,178.1013,197.5151,1.5452,1.7136,1,
1.2,4001325,0,1,0,1246.8337,19.7449,1.2606,1.1666,1130.6804,178.6387,197.9459,1.5494,1.7168,1,
1.2,4101325,0,1,0,1248.5462,19.7606,1.2608,1.1665,1131.0026,179.1604,198.3644,1.5535,1.72,1,
1.2,4201325,0,1,0,1250.2211,19.776,1.261,1.1665,1131.3165,179.6670,198.7713,1.5574,1.723,1,
1.2,4301325,0,1,0,1251.8601,19.791,1.2612,1.1665,1131.6226,180.1594,199.1672,1.5613,1.726,1,
1.2,4401325,0,1,0,1253.4646,19.8058,1.2613,1.1665,1131.9211,180.6383,199.5526,1.565,1.7289,1,
1.2,4501325,0,1,0,1255.0363,19.8204,1.2615,1.1665,1132.2125,181.1044,199.928,1.5686,1.7317,1,
1.2,4601325,0,1,0,1256.5764,19.8346,1.2617,1.1665,1132.497,181.5583,200.2939,1.5722,1.7344,1,
1.2,4701325,0,1,0,1258.0862,19.8486,1.2618,1.1665,1132.7749,182.0006,200.6508,1.5756,1.7371,1,
1.2,4801325,0,1,0,1259.5669,19.8624,1.262,1.1664,1133.0466,182.4318,200.999,1.579,1.7397,1,
1.2,4901325,0,1,0,1261.0198,19.8759,1.2621,1.1664,1133.3123,182.8524,201.3389,1.5822,1.7422,1,
1.2,5001325,0,1,0,1262.4457,19.8892,1.2623,1.1664,1133.5722,183.2629,201.6709,1.5854,1.7447,1,
1.2,5101325,0,1,0,1263.8458,19.9023,1.2624,1.1664,1133.8266,183.6637,201.9953,1.5885,1.7471,1,
1.2,5201325,0,1,0,1265.2209,19.9151,1.2626,1.1664,1134.0756,184.0553,202.3125,1.5916,1.7494,1,
1.2,5301325,0,1,0,1266.5721,19.9278,1.2627,1.1664,1134.3196,184.4380,202.6227,1.5945,1.7518,1,
1.2,5401325,0,1,0,1267.9,19.9402,1.2628,1.1663,1134.5586,184.8123,202.9262,1.5974,1.754,1,
1.2,5501325,0,1,0,1269.2056,19.9525,1.2629,1.1663,1134.793,185.1783,203.2233,1.6003,1.7562,1,
1.2,5601325,0,1,0,1270.4896,19.9646,1.263,1.1663,1135.0227,185.5366,203.5142,1.603,1.7584,1,
1.2,5701325,0,1,0,1271.7527,19.9765,1.2631,1.1663,1135.2481,185.8873,203.7992,1.6058,1.7605,1,
1.2,5801325,0,1,0,1272.9956,19.9882,1.2632,1.1663,1135.4693,186.2308,204.0785,1.6084,1.7626,1,
1.2,5901325,0,1,0,1274.219,19.9998,1.2633,1.1662,1135.6863,186.5674,204.3523,1.611,1.7646,1,
1.2,6001325,0,1,0,1275.4234,20.0112,1.2634,1.1662,1135.8995,186.8972,204.6208,1.6136,1.7666,1,
1.2,6101325,0,1,0,1276.6095,20.0224,1.2635,1.1662,1136.1088,187.2206,204.8841,1.616,1.7685,1,
1.2,6201325,0,1,0,1277.7779,20.0335,1.2636,1.1662,1136.3144,187.5377,205.1426,1.6185,1.7704,1,
1.2,6301325,0,1,0,1278.929,20.0445,1.2637,1.1662,1136.5164,187.8489,205.3962,1.6209,1.7723,1,
1.2,6401325,0,1,0,1280.0634,20.0553,1.2638,1.1661,1136.715,188.1542,205.6453,1.6232,1.7741,1,
1.2,6501325,0,1,0,1281.1816,20.0659,1.2639,1.1661,1136.9103,188.4539,205.8899,1.6255,1.7759,1,
1.2,6601325,0,1,0,1282.284,20.0764,1.264,1.1661,1137.1023,188.7482,206.1302,1.6278,1.7777,1,
1.2,6701325,0,1,0,1283.3711,20.0868,1.264,1.1661,1137.2912,189.0373,206.3664,1.63,1.7795,1,
1.2,6801325,0,1,0,1284.4434,20.0971,1.2641,1.1661,1137.4771,189.3213,206.5985,1.6322,1.7812,1,
1.2,6901325,0,1,0,1285.5011,20.1072,1.2642,1.166,1137.66,189.6004,206.8267,1.6344,1.7828,1,
1.2,7001325,0,1,0,1286.5449,20.1172,1.2643,1.166,1137.84,189.8748,207.0511,1.6365,1.7845,1,
1.2,7101325,0,1,0,1287.5749,20.1271,1.2643,1.166,1138.0173,190.1445,207.2719,1.6385,1.7861,1,
1.2,7201325,0,1,0,1288.5916,20.1369,1.2644,1.166,1138.1918,190.4098,207.4891,1.6406,1.7877,1,
1.2,7301325,0,1,0,1289.5953,20.1466,1.2644,1.166,1138.3637,190.6708,207.7028,1.6426,1.7893,1,
1.2,7401325,0,1,0,1290.5863,20.1561,1.2645,1.1659,1138.5331,190.9276,207.9132,1.6445,1.7908,1,
1.2,7501325,0,1,0,1291.5651,20.1656,1.2646,1.1659,1138.7,191.1803,208.1203,1.6465,1.7924,1,
1.2,7601325,0,1,0,1292.5318,20.1749,1.2646,1.1659,1138.8645,191.4291,208.3243,1.6484,1.7939,1,
1.2,7701325,0,1,0,1293.4868,20.1841,1.2647,1.1659,1139.0266,191.6740,208.5252,1.6503,1.7953,1,
1.2,7801325,0,1,0,1294.4304,20.1933,1.2647,1.1659,1139.1865,191.9152,208.7231,1.6521,1.7968,1,
1.2,7901325,0,1,0,1295.3628,20.2023,1.2648,1.1658,1139.3441,192.1527,208.9181,1.6539,1.7982,1,
1.2,8001325,0,1,0,1296.2844,20.2112,1.2648,1.1658,1139.4995,192.3868,209.1103,1.6557,1.7996,1,
1.2,8101325,0,1,0,1297.1953,20.2201,1.2649,1.1658,1139.6529,192.6174,209.2997,1.6575,1.801,1,
1.2,8201325,0,1,0,1298.0958,20.2288,1.2649,1.1658,1139.8041,192.8446,209.4865,1.6592,1.8024,1,
1.2,8301325,0,1,0,1298.9862,20.2375,1.2649,1.1658,1139.9534,193.0687,209.6706,1.6609,1.8037,1,
1.2,8401325,0,1,0,1299.8667,20.2461,1.265,1.1657,1140.1007,193.2895,209.8522,1.6626,1.8051,1,
1.2,8501325,0,1,0,1300.7375,20.2546,1.265,1.1657,1140.2461,193.5073,210.0313,1.6643,1.8064,1,
1.2,8601325,0,1,0,1301.5988,20.263,1.2651,1.1657,1140.3896,193.7221,210.208,1.6659,1.8077,1,
1.2,8701325,0,1,0,1302.4509,20.2713,1.2651,1.1657,1140.5313,193.9339,210.3824,1.6675,1.8089,1,
1.2,8801325,0,1,0,1303.2939,20.2795,1.2651,1.1656,1140.6712,194.1429,210.5545,1.6691,1.8102,1,
1.2,8901325,0,1,0,1304.128,20.2877,1.2652,1.1656,1140.8094,194.3491,210.7243,1.6707,1.8114,1,
1.2,9001325,0,1,0,1304.9534,20.2958,1.2652,1.1656,1140.9459,194.5526,210.8919,1.6722,1.8127,1,
1.2,9101325,0,1,0,1305.7703,20.3038,1.2652,1.1656,1141.0807,194.7534,211.0574,1.6737,1.8139,1,
1.2,9201325,0,1,0,1306.579,20.3118,1.2653,1.1656,1141.2139,194.9517,211.2208,1.6753,1.8151,1,
1.2,9301325,0,1,0,1307.3794,20.3196,1.2653,1.1655,1141.3455,195.1474,211.3822,1.6767,1.8162,1,
1.2,9401325,0,1,0,1308.1719,20.3274,1.2653,1.1655,1141.4756,195.3407,211.5416,1.6782,1.8174,1,
1.2,9500000,0,1,0,1308.9462,20.335,1.2653,1.1655,1141.6024,195.5290,211.6969,1.6796,1.8185,1,
1.3,101325,0,1,0,1066.4132,18.0187,1.2164,1.1801,1092.564,nan,0,0,0,1,
1.3,201325,0,1,0,1096.4366,18.2143,1.2227,1.1771,1102.2449,82.4831,139.7333,0.7339,1.2432,1,
1.3,301325,0,1,0,1115.806,18.3465,1.2274,1.176,1107.9956,103.0651,146.9881,0.9122,1.301,1,
1.3,401325,0,1,0,1130.3556,18.4489,1.231,1.1755,1112.1005,115.1856,153.3714,1.0157,1.3524,1,
1.3,501325,0,1,0,1142.1018,18.5333,1.234,1.1752,1115.2929,123.6303,158.4375,1.0871,1.3931,1,
1.3,601325,0,1,0,1151.9971,18.6057,1.2365,1.175,1117.9039,130.0382,162.5502,1.1407,1.4259,1,
1.3,701325,0,1,0,1160.5721,18.6694,1.2386,1.1748,1120.1116,135.1623,165.9808,1.1834,1.4532,1,
1.3,801325,0,1,0,1168.1542,18.7264,1.2405,1.1747,1122.023,139.4082,168.908,1.2184,1.4763,1,
1.3,901325,0,1,0,1174.9603,18.7781,1.2421,1.1746,1123.7076,143.0185,171.4515,1.2481,1.4963,1,
1.3,1001325,0,1,0,1181.1422,18.8255,1.2436,1.1745,1125.2128,146.1489,173.6944,1.2737,1.5138,1,
1.3,1101325,0,1,0,1186.8103,18.8694,1.2449,1.1745,1126.5727,148.9052,175.6962,1.2962,1.5294,1,
1.3,1201325,0,1,0,1192.0476,18.9102,1.2461,1.1744,1127.8124,151.3625,177.5008,1.3161,1.5434,1,
1.3,1301325,0,1,0,1196.9181,18.9485,1.2472,1.1744,1128.9511,153.5756,179.1414,1.334,1.5561,1,
1.3,1401325,0,1,0,1201.4722,18.9845,1.2482,1.1743,1130.0038,155.5859,180.6436,1.3502,1.5677,1,
1.3,1501325,0,1,0,1205.7506,19.0185,1.2491,1.1743,1130.9823,157.4252,182.0276,1.365,1.5783,1,
1.3,1601325,0,1,0,1209.7862,19.0508,1.25,1.1743,1131.896,159.1186,183.3097,1.3786,1.5882,1,
1.3,1701325,0,1,0,1213.6065,19.0816,1.2507,1.1742,1132.753,160.6862,184.5029,1.3911,1.5973,1,
1.3,1801325,0,1,0,1217.2343,19.1109,1.2515,1.1742,1133.5596,162.1442,185.6181,1.4027,1.6058,1,
1.3,1901325,0,1,0,1220.689,19.139,1.2522,1.1742,1134.3214,163.5060,186.6642,1.4136,1.6138,1,
1.3,2001325,0,1,0,1223.9872,19.1659,1.2528,1.1741,1135.0429,164.7828,187.6489,1.4237,1.6213,1,
1.3,2101325,0,1,0,1227.1429,19.1918,1.2534,1.1741,1135.728,165.9839,188.5785,1.4332,1.6283,1,
1.3,2201325,0,1,0,1230.1687,19.2167,1.254,1.1741,1136.3802,167.1172,189.4586,1.4422,1.635,1,
1.3,2301325,0,1,0,1233.0752,19.2407,1.2546,1.174,1137.0023,168.1894,190.2937,1.4506,1.6413,1,
1.3,2401325,0,1,0,1235.8718,19.2639,1.2551,1.174,1137.597,169.2064,191.0881,1.4586,1.6473,1,
1.3,2501325,0,1,0,1238.5671,19.2863,1.2556,1.174,1138.1665,170.1733,191.8452,1.4662,1.653,1,
1.3,2601325,0,1,0,1241.1683,19.308,1.256,1.1739,1138.7128,171.0944,192.5683,1.4735,1.6584,1,
1.3,2701325,0,1,0,1243.6821,19.3291,1.2565,1.1739,1139.2376,171.9736,193.26,1.4804,1.6636,1,
1.3,2801325,0,1,0,1246.1144,19.3495,1.2569,1.1739,1139.7425,172.8142,193.9228,1.4869,1.6686,1,
1.3,2901325,0,1,0,1248.4707,19.3694,1.2573,1.1739,1140.2289,173.6194,194.5589,1.4932,1.6733,1,
1.3,3001325,0,1,0,1250.7555,19.3887,1.2577,1.1738,1140.6981,174.3918,195.1702,1.4993,1.6779,1,
1.3,3101325,0,1,0,1252.9735,19.4075,1.258,1.1738,1141.1512,175.1338,195.7585,1.505,1.6823,1,
1.3,3201325,0,1,0,1255.1284,19.4258,1.2584,1.1738,1141.5893,175.8476,196.3253,1.5106,1.6865,1,
1.3,3301325,0,1,0,1257.2241,19.4437,1.2587,1.1737,1142.0132,176.5350,196.872,1.5159,1.6906,1,
1.3,3401325,0,1,0,1259.2636,19.4612,1.259,1.1737,1142.4238,177.1978,197.4,1.5211,1.6945,1,
1.3,3501325,0,1,0,1261.2502,19.4782,1.2593,1.1737,1142.822,177.8376,197.9104,1.526,1.6983,1,
1.3,3601325,0,1,0,1263.1865,19.4948,1.2596,1.1737,1143.2083,178.4559,198.4043,1.5308,1.7019,1,
1.3,3701325,0,1,0,1265.0753,19.5111,1.2599,1.1736,1143.5836,179.0539,198.8826,1.5355,1.7055,1,
1.3,3801325,0,1,0,1266.9187,19.527,1.2602,1.1736,1143.9482,179.6329,199.3462,1.5399,1.7089,1,
1.3,3901325,0,1,0,1268.7191,19.5426,1.2604,1.1736,1144.3029,180.1939,199.796,1.5443,1.7122,1,
1.3,4001325,0,1,0,1270.4785,19.5578,1.2607,1.1735,1144.6481,180.7379,200.2327,1.5485,1.7155,1,
1.3,4101325,0,1,0,1272.1988,19.5728,1.2609,1.1735,1144.9843,181.2660,200.657,1.5525,1.7186,1,
1.3,4201325,0,1,0,1273.8817,19.5874,1.2612,1.1735,1145.312,181.7789,201.0695,1.5565,1.7216,1,
1.3,4301325,0,1,0,1275.5289,19.6018,1.2614,1.1735,1145.6315,182.2774,201.4709,1.5603,1.7246,1,
1.3,4401325,0,1,0,1277.1419,19.6159,1.2616,1.1734,1145.9432,182.7623,201.8616,1.564,1.7275,1,
1.3,4501325,0,1,0,1278.7222,19.6297,1.2618,1.1734,1146.2474,183.2342,202.2423,1.5676,1.7303,1,
1.3,4601325,0,1,0,1280.2711,19.6433,1.262,1.1734,1146.5446,183.6937,202.6133,1.5712,1.733,1,
1.3,4701325,0,1,0,1281.79,19.6567,1.2622,1.1733,1146.835,184.1415,202.9751,1.5746,1.7357,1,
1.3,4801325,0,1,0,1283.2798,19.6698,1.2624,1.1733,1147.1189,184.5781,203.3282,1.5779,1.7382,1,
1.3,4901325,0,1,0,1284.7419,19.6827,1.2626,1.1733,1147.3966,185.0040,203.6729,1.5812,1.7408,1,
1.3,5001325,0,1,0,1286.1773,19.6954,1.2627,1.1733,1147.6683,185.4197,204.0096,1.5844,1.7432,1,
1.3,5101325,0,1,0,1287.5868,19.7079,1.2629,1.1732,1147.9343,185.8256,204.3386,1.5875,1.7456,1,
1.3,5201325,0,1,0,1288.9716,19.7202,1.2631,1.1732,1148.1948,186.2222,204.6603,1.5905,1.748,1,
1.3,5301325,0,1,0,1290.3324,19.7323,1.2632,1.1732,1148.45,186.6098,204.9749,1.5935,1.7503,1,
1.3,5401325,0,1,0,1291.6702,19.7442,1.2634,1.1731,1148.7001,186.9888,205.2827,1.5964,1.7525,1,
1.3,5501325,0,1,0,1292.9856,19.7559,1.2635,1.1731,1148.9453,187.3596,205.5841,1.5992,1.7547,1,
1.3,5601325,0,1,0,1294.2795,19.7675,1.2637,1.1731,1149.1858,187.7224,205.8792,1.6019,1.7569,1,
1.3,5701325,0,1,0,1295.5526,19.7788,1.2638,1.1731,1149.4217,188.0777,206.1683,1.6046,1.759,1,
1.3,5801325,0,1,0,1296.8056,19.7901,1.264,1.173,1149.6532,188.4256,206.4516,1.6073,1.7611,1,
1.3,5901325,0,1,0,1298.039,19.8011,1.2641,1.173,1149.8805,188.7665,206.7293,1.6099,1.7631,1,
1.3,6001325,0,1,0,1299.2536,19.812,1.2642,1.173,1150.1037,189.1006,207.0017,1.6124,1.7651,1,
1.3,6101325,0,1,0,1300.4499,19.8228,1.2643,1.1729,1150.323,189.4281,207.2689,1.6149,1.767,1,
1.3,6201325,0,1,0,1301.6284,19.8334,1.2645,1.1729,1150.5384,189.7494,207.531,1.6173,1.7689,1,
1.3,6301325,0,1,0,1302.7898,19.8439,1.2646,1.1729,1150.7501,190.0646,207.7884,1.6197,1.7708,1,
1.3,6401325,0,1,0,1303.9345,19.8542,1.2647,1.1729,1150.9583,190.3739,208.0411,1.6221,1.7726,1,
1.3,6501325,0,1,0,1305.0629,19.8644,1.2648,1.1728,1151.163,190.6776,208.2893,1.6244,1.7744,1,
1.3,6601325,0,1,0,1306.1757,19.8745,1.2649,1.1728,1151.3643,190.9757,208.5331,1.6266,1.7762,1,
1.3,6701325,0,1,0,1307.2731,19.8845,1.265,1.1728,1151.5623,191.2686,208.7727,1.6288,1.7779,1,
1.3,6801325,0,1,0,1308.3557,19.8943,1.2651,1.1728,1151.7572,191.5564,209.0082,1.631,1.7796,1,
1.3,6901325,0,1,0,1309.4239,19.904,1.2652,1.1727,1151.949,191.8391,209.2397,1.6331,1.7813,1,
1.3,7001325,0,1,0,1310.4779,19.9136,1.2653,1.1727,1152.1379,192.1171,209.4675,1.6352,1.7829,1,
1.3,7101325,0,1,0,1311.5183,19.9231,1.2654,1.1727,1152.3239,192.3904,209.6915,1.6373,1.7845,1,
1.3,7201325,0,1,0,1312.5454,19.9325,1.2655,1.1726,1152.507,192.6593,209.9119,1.6393,1.7861,1,
1.3,7301325,0,1,0,1313.5595,19.9417,1.2656,1.1726,1152.6874,192.9237,210.1288,1.6413,1.7877,1,
1.3,7401325,0,1,0,1314.5609,19.9509,1.2656,1.1726,1152.8652,193.1839,210.3423,1.6433,1.7892,1,
1.3,7501325,0,1,0,1315.5501,19.96,1.2657,1.1726,1153.0404,193.4400,210.5525,1.6452,1.7908,1,
1.3,7601325,0,1,0,1316.5272,19.9689,1.2658,1.1725,1153.2131,193.6920,210.7595,1.6471,1.7922,1,
1.3,7701325,0,1,0,1317.4925,19.9778,1.2659,1.1725,1153.3833,193.9402,210.9634,1.649,1.7937,1,
1.3,7801325,0,1,0,1318.4465,19.9865,1.266,1.1725,1153.5512,194.1846,211.1642,1.6508,1.7952,1,
1.3,7901325,0,1,0,1319.3893,19.9952,1.266,1.1725,1153.7167,194.4254,211.3621,1.6526,1.7966,1,
1.3,8001325,0,1,0,1320.3212,20.0038,1.2661,1.1724,1153.88,194.6626,211.5572,1.6544,1.798,1,
1.3,8101325,0,1,0,1321.2424,20.0123,1.2662,1.1724,1154.0411,194.8963,211.7494,1.6562,1.7994,1,
1.3,8201325,0,1,0,1322.1533,20.0207,1.2662,1.1724,1154.2,195.1266,211.939,1.6579,1.8007,1,
1.3,8301325,0,1,0,1323.054,20.029,1.2663,1.1723,1154.3569,195.3536,212.1259,1.6596,1.8021,1,
1.3,8401325,0,1,0,1323.9448,20.0373,1.2664,1.1723,1154.5117,195.5775,212.3102,1.6613,1.8034,1,
1.3,8501325,0,1,0,1324.8258,20.0454,1.2664,1.1723,1154.6645,195.7982,212.492,1.6629,1.8047,1,
1.3,8601325,0,1,0,1325.6974,20.0535,1.2665,1.1723,1154.8154,196.0159,212.6714,1.6646,1.806,1,
1.3,8701325,0,1,0,1326.5597,20.0615,1.2665,1.1722,1154.9644,196.2306,212.8484,1.6662,1.8073,1,
1.3,8801325,0,1,0,1327.4129,20.0694,1.2666,1.1722,1155.1115,196.4424,213.023,1.6678,1.8085,1,
1.3,8901325,0,1,0,1328.2573,20.0773,1.2667,1.1722,1155.2568,196.6514,213.1954,1.6693,1.8098,1,
1.3,9001325,0,1,0,1329.0929,20.0851,1.2667,1.1722,1155.4004,196.8577,213.3655,1.6709,1.811,1,
1.3,9101325,0,1,0,1329.92,20.0928,1.2668,1.1721,1155.5422,197.0613,213.5335,1.6724,1.8122,1,
1.3,9201325,0,1,0,1330.7388,20.1004,1.2668,1.1721,1155.6823,197.2622,213.6994,1.6739,1.8134,1,
1.3,9301325,0,1,0,1331.5494,20.108,1.2669,1.1721,1155.8208,197.4606,213.8632,1.6754,1.8145,1,
1.3,9401325,0,1,0,1332.352,20.1155,1.2669,1.1721,1155.9576,197.6565,214.025,1.6768,1.8157,1,
1.3,9500000,0,1,0,1333.1362,20.1228,1.267,1.172,1156.0911,197.8475,214.1827,1.6783,1.8168,1,
1.4,101325,0,1,0,1097.4948,17.9844,1.2248,1.1977,1104.6437,nan,0,0,0,1,
1.4,201325,0,1,0,1124.9542,18.1555,1.2273,1.1914,1114.3379,83.5584,141.4011,0.7353,1.2444,1,
1.4,301325,0,1,0,1143.1208,18.2738,1.2303,1.1888,1120.1325,104.3224,148.6398,0.9133,1.3013,1,
1.4,401325,0,1,0,1156.9371,18.3663,1.233,1.1873,1124.2836,116.5412,155.0477,1.0165,1.3524,1,
1.4,501325,0,1,0,1168.1785,18.4433,1.2354,1.1863,1127.5202,125.0528,160.1418,1.0877,1.3928,1,
1.4,601325,0,1,0,1177.7011,18.5096,1.2375,1.1856,1130.1725,131.5114,164.281,1.1411,1.4255,1,
1.4,701325,0,1,0,1185.9877,18.5682,1.2393,1.185,1132.4188,136.6763,167.7358,1.1836,1.4526,1,
1.4,801325,0,1,0,1193.3392,18.6208,1.2409,1.1846,1134.3663,140.9564,170.6849,1.2186,1.4756,1,
1.4,901325,0,1,0,1199.9566,18.6686,1.2424,1.1843,1136.0846,144.5961,173.2485,1.2481,1.4955,1,
1.4,1001325,0,1,0,1205.981,18.7126,1.2437,1.184,1137.6215,147.7523,175.5098,1.2737,1.5129,1,
1.4,1101325,0,1,0,1211.5157,18.7534,1.245,1.1837,1139.0113,150.5317,177.5286,1.296,1.5285,1,
1.4,1201325,0,1,0,1216.6386,18.7914,1.2461,1.1835,1140.2794,153.0098,179.3489,1.3159,1.5424,1,
1.4,1301325,0,1,0,1221.4101,18.8271,1.2471,1.1833,1141.4451,155.2419,181.0042,1.3338,1.5551,1,
1.4,1401325,0,1,0,1225.8778,18.8607,1.2481,1.1832,1142.5234,157.2695,182.5201,1.3499,1.5666,1,
1.4,1501325,0,1,0,1230.0801,18.8925,1.249,1.183,1143.5264,159.1249,183.917,1.3646,1.5772,1,
1.4,1601325,0,1,0,1234.0486,18.9228,1.2498,1.1829,1144.4636,160.8334,185.2112,1.3781,1.587,1,
1.4,1701325,0,1,0,1237.8091,18.9516,1.2506,1.1828,1145.3431,162.4150,186.4159,1.3906,1.5961,1,
1.4,1801325,0,1,0,1241.3836,18.9791,1.2513,1.1826,1146.1714,163.8862,187.542,1.4022,1.6046,1,
1.4,1901325,0,1,0,1244.7905,19.0054,1.252,1.1825,1146.9539,165.2604,188.5986,1.413,1.6125,1,
1.4,2001325,0,1,0,1248.0457,19.0307,1.2527,1.1824,1147.6955,166.5489,189.5931,1.4231,1.62,1,
1.4,2101325,0,1,0,1251.1627,19.0551,1.2533,1.1823,1148.4,167.7611,190.5322,1.4326,1.627,1,
1.4,2201325,0,1,0,1254.1535,19.0785,1.2538,1.1822,1149.0709,168.9050,191.4213,1.4415,1.6337,1,
1.4,2301325,0,1,0,1257.0282,19.1011,1.2544,1.1821,1149.7112,169.9873,192.2651,1.4499,1.64,1,
1.4,2401325,0,1,0,1259.7962,19.123,1.2549,1.1821,1150.3235,171.0140,193.0678,1.4579,1.6459,1,
1.4,2501325,0,1,0,1262.4653,19.1441,1.2554,1.182,1150.91,171.9901,193.8329,1.4655,1.6516,1,
1.4,2601325,0,1,0,1265.0428,19.1647,1.2559,1.1819,1151.4729,172.9200,194.5637,1.4727,1.657,1,
1.4,2701325,0,1,0,1267.535,19.1845,1.2564,1.1818,1152.0138,173.8077,195.2628,1.4796,1.6622,1,
1.4,2801325,0,1,0,1269.9477,19.2039,1.2568,1.1818,1152.5344,174.6566,195.9328,1.4861,1.6671,1,
1.4,2901325,0,1,0,1272.286,19.2226,1.2572,1.1817,1153.0361,175.4697,196.5758,1.4924,1.6719,1,
1.4,3001325,0,1,0,1274.5546,19.2409,1.2576,1.1816,1153.5202,176.2497,197.1939,1.4984,1.6764,1,
1.4,3101325,0,1,0,1276.7577,19.2587,1.258,1.1816,1153.9878,176.9990,197.7886,1.5041,1.6808,1,
1.4,3201325,0,1,0,1278.8992,19.2761,1.2584,1.1815,1154.4401,177.7199,198.3618,1.5097,1.685,1,
1.4,3301325,0,1,0,1280.9825,19.293,1.2587,1.1814,1154.8778,178.4141,198.9147,1.515,1.6891,1,
1.4,3401325,0,1,0,1283.011,19.3095,1.2591,1.1814,1155.302,179.0836,199.4486,1.5201,1.693,1,
1.4,3501325,0,1,0,1284.9874,19.3257,1.2594,1.1813,1155.7134,179.7299,199.9648,1.5251,1.6968,1,
1.4,3601325,0,1,0,1286.9146,19.3414,1.2597,1.1813,1156.1127,180.3545,200.4643,1.5298,1.7004,1,
1.4,3701325,0,1,0,1288.7951,19.3569,1.26,1.1812,1156.5005,180.9586,200.9481,1.5345,1.704,1,
1.4,3801325,0,1,0,1290.6311,19.372,1.2603,1.1811,1156.8776,181.5435,201.4171,1.5389,1.7074,1,
1.4,3901325,0,1,0,1292.4249,19.3868,1.2606,1.1811,1157.2445,182.1103,201.872,1.5432,1.7107,1,
1.4,4001325,0,1,0,1294.1783,19.4013,1.2608,1.181,1157.6016,182.6600,202.3138,1.5474,1.7139,1,
1.4,4101325,0,1,0,1295.8933,19.4155,1.2611,1.181,1157.9495,183.1935,202.7431,1.5515,1.717,1,
1.4,4201325,0,1,0,1297.5715,19.4294,1.2614,1.1809,1158.2886,183.7118,203.1604,1.5554,1.7201,1,
1.4,4301325,0,1,0,1299.2146,19.4431,1.2616,1.1809,1158.6194,184.2155,203.5665,1.5592,1.723,1,
1.4,4401325,0,1,0,1300.8241,19.4565,1.2618,1.1808,1158.9421,184.7055,203.9619,1.5629,1.7259,1,
1.4,4501325,0,1,0,1302.4014,19.4697,1.2621,1.1808,1159.2573,185.1823,204.3471,1.5665,1.7287,1,
1.4,4601325,0,1,0,1303.9477,19.4826,1.2623,1.1807,1159.5651,185.6468,204.7225,1.57,1.7314,1,
1.4,4701325,0,1,0,1305.4644,19.4953,1.2625,1.1807,1159.866,186.0993,205.0887,1.5735,1.734,1,
1.4,4801325,0,1,0,1306.9525,19.5078,1.2627,1.1806,1160.1603,186.5406,205.446,1.5768,1.7366,1,
1.4,4901325,0,1,0,1308.4133,19.5201,1.2629,1.1806,1160.4481,186.9710,205.7949,1.58,1.7391,1,
1.4,5001325,0,1,0,1309.8477,19.5322,1.2631,1.1805,1160.7298,187.3912,206.1356,1.5832,1.7416,1,
1.4,5101325,0,1,0,1311.2566,19.5441,1.2633,1.1805,1161.0056,187.8015,206.4686,1.5863,1.744,1,
1.4,5201325,0,1,0,1312.6411,19.5558,1.2635,1.1805,1161.2758,188.2023,206.7942,1.5893,1.7463,1,
1.4,5301325,0,1,0,1314.0019,19.5673,1.2637,1.1804,1161.5405,188.5941,207.1127,1.5923,1.7486,1,
